################################################################
# ThreatFox IOCs: recent additions - CSV format                #
# Last updated: 2026-04-12 04:49:28 UTC                        #
#                                                              #
# Terms Of Use: https://threatfox.abuse.ch/faq/#tos            #
# For questions please contact threatfox [at] abuse.ch         #
################################################################
#
# "first_seen_utc","ioc_id","ioc_value","ioc_type","threat_type","fk_malware","malware_alias","malware_printable","last_seen_utc","confidence_level","is_compromised","reference","tags","anonymous","reporter"
"2026-04-11 07:06:25", "1783868", "invite.natalieplay.xyz", "domain", "payload_delivery", "unknown_rat", "None", "Unknown RAT", "", "50", "False", "", "Fake Zoom", "0", "varysz"
"2026-04-11 07:06:23", "1783870", "http://45.76.156.222:8888/supershell/login/", "url", "botnet_cc", "unknown", "None", "Unknown malware", "", "100", "False", "None", "AS20473,supershell,The Constant Company  LLC", "0", "antiphishorg"
"2026-04-11 07:06:21", "1783871", "45.76.156.222:8888", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "2026-04-10 16:27:03", "100", "False", "None", "AS20473,supershell,The Constant Company  LLC", "0", "antiphishorg"
"2026-04-11 07:06:21", "1783874", "update.tompsettsportslaw.com", "domain", "botnet_cc", "js.fakeupdates", "FakeUpdate,GhoLoader,SocGholish", "FAKEUPDATES", "", "100", "True", "https://infosec.exchange/@monitorsg/116381039132195404", "SocGholish", "0", "monitorsg"
"2026-04-11 07:06:20", "1783900", "43.153.76.24:8866", "ip:port", "botnet_cc", "win.extreme_rat", "ExtRat", "Xtreme RAT", "2026-04-10 16:27:59", "100", "False", "", "ExtRat,Xtreme RAT", "0", "whoamix302"
"2026-04-11 07:06:20", "1783901", "112.87.174.192:10001", "ip:port", "botnet_cc", "win.extreme_rat", "ExtRat", "Xtreme RAT", "", "100", "False", "", "ExtRat,Xtreme RAT", "0", "whoamix302"
"2026-04-11 07:06:19", "1783990", "steakhomsreciple.com", "domain", "payload_delivery", "win.castleloader", "None", "CASTLELOADER", "", "75", "False", "None", "CastleLoader,ClickFix,finger,LOLBin", "0", "Lenny_3BO"
"2026-04-11 07:06:18", "1783902", "37.107.170.112:32080", "ip:port", "botnet_cc", "win.extreme_rat", "ExtRat", "Xtreme RAT", "", "100", "False", "", "ExtRat,Xtreme RAT", "0", "whoamix302"
"2026-04-11 07:06:18", "1783991", "213.139.77.171:79", "ip:port", "botnet_cc", "win.castleloader", "None", "CASTLELOADER", "", "75", "False", "None", "CastleLoader,ClickFix,finger,LOLBin,port79", "0", "Lenny_3BO"
"2026-04-11 07:06:17", "1783992", "tridontoq.com", "domain", "botnet_cc", "win.castleloader", "None", "CASTLELOADER", "", "90", "False", "None", "CastleLoader,ClickFix,HijackLoader", "0", "Lenny_3BO"
"2026-04-11 07:06:17", "1783997", "rorkery.com", "domain", "payload_delivery", "js.kongtuke", "TAG-124,js.LandUpdate808", "KongTuke", "", "75", "False", "None", "ClickFix,KongTuke,TDS", "0", "Lenny_3BO"
"2026-04-11 07:06:16", "1783998", "collsns.com", "domain", "payload_delivery", "js.kongtuke", "TAG-124,js.LandUpdate808", "KongTuke", "", "50", "False", "None", "ClickFix,KongTuke,TDS", "0", "Lenny_3BO"
"2026-04-11 07:06:16", "1784016", "198.13.159.44:443", "ip:port", "botnet_cc", "js.kongtuke", "TAG-124,js.LandUpdate808", "KongTuke", "", "100", "False", "None", "BOF,ClickFix,KongTuke", "0", "Lenny_3BO"
"2026-04-11 07:06:15", "1784017", "thomphon.com", "domain", "payload_delivery", "js.kongtuke", "TAG-124,js.LandUpdate808", "KongTuke", "", "75", "False", "None", "ClickFix,KongTuke,MSI", "0", "Lenny_3BO"
"2026-04-11 07:06:15", "1784018", "foxcross.org", "domain", "botnet_cc", "js.kongtuke", "TAG-124,js.LandUpdate808", "KongTuke", "", "50", "False", "None", "ClickFix,KongTuke", "0", "Lenny_3BO"
"2026-04-11 07:06:13", "1784028", "164.92.211.223:25001", "ip:port", "botnet_cc", "apk.kimwolf", "None", "Kimwolf", "", "100", "False", "None", "c2,Kimwolf", "0", "Bitsight"
"2026-04-11 07:06:13", "1784030", "104.248.198.229:25001", "ip:port", "botnet_cc", "apk.kimwolf", "None", "Kimwolf", "", "100", "False", "None", "c2,Kimwolf", "0", "Bitsight"
"2026-04-11 07:06:13", "1784032", "164.92.212.237:25001", "ip:port", "botnet_cc", "apk.kimwolf", "None", "Kimwolf", "", "100", "False", "None", "c2,Kimwolf", "0", "Bitsight"
"2026-04-11 07:06:12", "1784035", "164.92.151.197:25001", "ip:port", "botnet_cc", "apk.kimwolf", "None", "Kimwolf", "", "100", "False", "None", "c2,Kimwolf", "0", "Bitsight"
"2026-04-11 07:06:11", "1784037", "134.209.207.120:25001", "ip:port", "botnet_cc", "apk.kimwolf", "None", "Kimwolf", "2026-04-10 22:37:25", "100", "False", "None", "c2,Kimwolf", "0", "Bitsight"
"2026-04-11 07:06:11", "1784039", "209.38.109.250:25001", "ip:port", "botnet_cc", "apk.kimwolf", "None", "Kimwolf", "", "100", "False", "None", "c2,Kimwolf", "0", "Bitsight"
"2026-04-11 07:06:10", "1784041", "159.65.205.15:25001", "ip:port", "botnet_cc", "apk.kimwolf", "None", "Kimwolf", "", "100", "False", "None", "c2,Kimwolf", "0", "Bitsight"
"2026-04-11 07:06:10", "1784043", "159.65.200.39:25001", "ip:port", "botnet_cc", "apk.kimwolf", "None", "Kimwolf", "", "100", "False", "None", "c2,Kimwolf", "0", "Bitsight"
"2026-04-11 07:06:10", "1784058", "159.223.212.160:25001", "ip:port", "botnet_cc", "apk.kimwolf", "None", "Kimwolf", "2026-04-11 21:37:30", "100", "False", "None", "c2,Kimwolf", "0", "Bitsight"
"2026-04-11 07:06:08", "1784060", "167.71.68.44:25001", "ip:port", "botnet_cc", "apk.kimwolf", "None", "Kimwolf", "2026-04-11 21:32:15", "100", "False", "None", "c2,Kimwolf", "0", "Bitsight"
"2026-04-11 07:06:08", "1784062", "165.22.203.62:25001", "ip:port", "botnet_cc", "apk.kimwolf", "None", "Kimwolf", "2026-04-11 21:49:40", "100", "False", "None", "c2,Kimwolf", "0", "Bitsight"
"2026-04-11 07:06:08", "1784063", "choice.mybigbeautifullife.com", "domain", "botnet_cc", "js.fakeupdates", "FakeUpdate,GhoLoader,SocGholish", "FAKEUPDATES", "", "100", "True", "https://infosec.exchange/@monitorsg/116383162342339801", "SocGholish", "0", "monitorsg"
"2026-04-11 07:06:07", "1784065", "104.248.94.131:25001", "ip:port", "botnet_cc", "apk.kimwolf", "None", "Kimwolf", "2026-04-11 21:20:24", "100", "False", "None", "c2,Kimwolf", "0", "Bitsight"
"2026-04-11 07:06:06", "1784067", "209.38.110.161:25001", "ip:port", "botnet_cc", "apk.kimwolf", "None", "Kimwolf", "2026-04-11 21:43:38", "100", "False", "None", "c2,Kimwolf", "0", "Bitsight"
"2026-04-11 07:06:01", "1783922", "20977e3f485f2e39b6af9c472903651a09768d869d0f4e6fe068ac0b59c98bde", "sha256_hash", "payload", "js.iclickfix", "None", "IClickFix", "", "100", "False", "None", "CastleLoader,ClickFix,finger,shellcode", "0", "Lenny_3BO"
"2026-04-11 07:06:00", "1783923", "https://dapala.net/95126aeb-4120-56b1-8c9e-63fdf0c0b6f9/v3", "url", "payload_delivery", "js.iclickfix", "None", "IClickFix", "", "90", "False", "None", "CastleLoader,ClickFix,shellcode", "0", "Lenny_3BO"
"2026-04-11 07:05:59", "1783924", "zerdium.com", "domain", "botnet_cc", "unknown", "None", "Unknown malware", "", "100", "False", "https://bazaar.abuse.ch/sample/90365f2b76c3a4b667e6497f1c975420c917ab2441334d8e3e276ef206e52778/", "c2,NovaShadow", "0", "burger"
"2026-04-11 07:05:58", "1783930", "https://dapala.net/c26bfdb7-9d8d-5112-b0ca-52773be2ed3b", "url", "botnet_cc", "js.iclickfix", "None", "IClickFix", "", "100", "False", "None", "c2,CastleLoader,ClickFix", "0", "Lenny_3BO"
"2026-04-11 07:05:57", "1783984", "http://45.32.150.251/XKyC3JX9eluVo5oGMEXLwA%3D%3D", "url", "payload_delivery", "js.glassworm", "None", "GlassWorm", "", "100", "False", "https://codeberg.org/tip-o-deincognito/glassworm-writeup", "GlassWorm,Wave3", "0", "tipo_deincognito"
"2026-04-11 07:05:56", "1783985", "http://45.32.150.251/get_arhive_npm/Z10KcBFWoM6mkfsrhxFK0Q%3D%3D", "url", "payload_delivery", "js.glassworm", "None", "GlassWorm", "", "100", "False", "https://codeberg.org/tip-o-deincognito/glassworm-writeup", "GlassWorm,Wave3", "0", "tipo_deincognito"
"2026-04-11 07:05:55", "1783986", "http://45.32.150.251/darwin-universal/SBR1JxtWvuFVrHEtLeRDLA%3D%3D?wallet=trezor", "url", "payload_delivery", "js.glassworm", "None", "GlassWorm", "", "100", "False", "https://codeberg.org/tip-o-deincognito/glassworm-writeup", "GlassWorm,wallet-trojan,Wave3", "0", "tipo_deincognito"
"2026-04-11 07:05:55", "1783987", "http://45.32.150.251/darwin-universal/SBR1JxtWvuFVrHEtLeRDLA%3D%3D?wallet=ledger", "url", "payload_delivery", "js.glassworm", "None", "GlassWorm", "", "100", "False", "https://codeberg.org/tip-o-deincognito/glassworm-writeup", "GlassWorm,wallet-trojan,Wave3", "0", "tipo_deincognito"
"2026-04-11 07:05:53", "1784068", "206.189.104.13:25001", "ip:port", "botnet_cc", "apk.kimwolf", "None", "Kimwolf", "2026-04-11 21:37:58", "100", "False", "None", "c2,Kimwolf", "0", "Bitsight"
"2026-04-11 07:05:50", "1784100", "help1-sync.quick-support-portal.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 02:57:03", "100", "False", "None", "11April2026,ClearFake,Commandline,Windows", "0", "Gi7w0rm"
"2026-04-11 07:05:35", "1784162", "vault4-safe.global-health-check.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 07:06:57", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 07:00:21", "1784161", "api3-audit.global-health-check.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 07:01:49", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 06:54:08", "1784160", "node2-info.global-health-check.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 06:54:58", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 06:49:19", "1784159", "test1-api.global-health-check.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 09:36:36", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 06:43:24", "1784158", "gate6-main.urban-growth-data.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 06:43:30", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 06:37:42", "1784157", "svc5-relay.urban-growth-data.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 09:46:43", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 06:36:59", "1784156", "47.94.168.149:443", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "False", "None", "CobaltStrike,cs-watermark-987654321", "0", "abuse_ch"
"2026-04-11 06:36:58", "1784155", "101.35.214.58:80", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "False", "None", "CobaltStrike,cs-watermark-305419896", "0", "abuse_ch"
"2026-04-11 06:33:22", "1784154", "118.107.45.189:8088", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "False", "None", "CobaltStrike,cs-watermark-666666666", "0", "abuse_ch"
"2026-04-11 06:32:14", "1784153", "vault4-sync.urban-growth-data.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 06:33:16", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 06:31:57", "1784152", "122.51.22.147:8000", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "False", "None", "CobaltStrike,cs-watermark-987654321", "0", "abuse_ch"
"2026-04-11 06:31:42", "1784151", "113.45.255.206:80", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "False", "None", "CobaltStrike,cs-watermark-987654321", "0", "abuse_ch"
"2026-04-11 06:31:24", "1784150", "180.97.221.220:9100", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "False", "None", "CobaltStrike,cs-watermark-391144938", "0", "abuse_ch"
"2026-04-11 06:26:37", "1784149", "api3-chart.urban-growth-data.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 06:28:01", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 06:20:38", "1784148", "node2-area.urban-growth-data.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 06:21:50", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 06:15:23", "1784147", "city1-data.urban-growth-data.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 06:16:43", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 06:09:24", "1784146", "hub6-gate.office-task-sync.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 06:11:21", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-04-11 06:04:07", "1784145", "svc5-relay.office-task-sync.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 06:06:01", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 06:01:34", "1784144", "https://poxzxin.cyou", "url", "botnet_cc", "win.lumma", "LummaC2 Stealer", "Lumma Stealer", "", "100", "False", "https://tria.ge/260411-f5bpgshw2r", "C2,lumma,stealer,triage", "0", "DonPasci"
"2026-04-11 06:00:26", "1784143", "www.wre.uk.net", "domain", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "100", "False", "https://tria.ge/260411-er6r2agz4p", "quasar", "0", "dyingbreeds_"
"2026-04-11 06:00:23", "1784142", "luckywin.it.com", "domain", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "100", "False", "https://tria.ge/260411-e5211abz9z", "quasar", "0", "dyingbreeds_"
"2026-04-11 06:00:20", "1784138", "eyeenvy.in.net", "domain", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "100", "False", "https://tria.ge/260411-f74haact4z", "quasar", "0", "dyingbreeds_"
"2026-04-11 06:00:20", "1784139", "neotechbangladesh.com", "domain", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "100", "False", "https://tria.ge/260411-f74haact4z", "quasar", "0", "dyingbreeds_"
"2026-04-11 06:00:20", "1784140", "shiynt.ru.com", "domain", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "100", "False", "https://tria.ge/260411-f74haact4z", "quasar", "0", "dyingbreeds_"
"2026-04-11 06:00:20", "1784141", "xn--0ck0d7bw166ajkwa.jpn.com", "domain", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "100", "False", "https://tria.ge/260411-f74haact4z", "quasar", "0", "dyingbreeds_"
"2026-04-11 05:58:23", "1784137", "vault4-file.office-task-sync.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 05:59:06", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 05:52:45", "1784136", "api3-work.office-task-sync.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 05:53:53", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 05:47:14", "1784135", "node2-task.office-task-sync.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 05:48:43", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 05:41:28", "1784134", "job1-sync.office-task-sync.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 05:43:18", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-04-11 05:35:59", "1784133", "gate6-way.travel-point-trace.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 05:37:54", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 05:30:24", "1784132", "svc5-relay.travel-point-trace.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 05:32:14", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 05:24:41", "1784131", "vault4-sync.travel-point-trace.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 05:26:41", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 05:20:36", "1784130", "47.84.22.116:7498", "ip:port", "botnet_cc", "win.valley_rat", "Winos", "ValleyRAT", "", "100", "False", "None", "RAT,ValleyRAT", "0", "abuse_ch"
"2026-04-11 05:19:16", "1784129", "api3-trace.travel-point-trace.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 05:21:01", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 05:13:31", "1784128", "node2-map.travel-point-trace.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 05:14:48", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 05:07:51", "1784127", "trip1-point.travel-point-trace.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 05:09:37", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 05:05:31", "1784126", "http://a1010913.xsph.ru/L1nc0In.php", "url", "botnet_cc", "win.dcrat", "DarkCrystal RAT", "DCRat", "", "100", "False", "None", "DCRat,RAT", "0", "abuse_ch"
"2026-04-11 05:02:05", "1784125", "hub6-gate.local-market-hub.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 05:03:37", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-04-11 04:56:36", "1784124", "svc5-relay.local-market-hub.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 04:57:35", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 04:51:02", "1784123", "vault4-root.local-market-hub.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 04:52:41", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 04:45:30", "1784122", "api3-trade.local-market-hub.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 04:46:32", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 04:39:52", "1784121", "node2-list.local-market-hub.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 04:41:15", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 04:34:05", "1784120", "shop1-data.local-market-hub.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 04:36:02", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 04:28:19", "1784119", "gate6-way.smart-home-verify.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 04:29:55", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 04:25:22", "1784118", "http://a1167511.xsph.ru/c22857bf.php", "url", "botnet_cc", "win.dcrat", "DarkCrystal RAT", "DCRat", "", "100", "False", "None", "DCRat,RAT", "0", "abuse_ch"
"2026-04-11 04:22:49", "1784117", "svc5-relay.smart-home-verify.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 04:24:53", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-04-11 04:17:13", "1784116", "vault4-info.smart-home-verify.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 04:18:32", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 04:11:59", "1784115", "api3-safe.smart-home-verify.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 04:13:29", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 04:06:17", "1784114", "node2-check.smart-home-verify.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 04:08:25", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 04:00:48", "1784113", "home1-verify.smart-home-verify.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 04:05:16", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 03:55:11", "1784112", "95.211.43.170:55615", "ip:port", "botnet_cc", "win.redline_stealer", "RECORDSTEALER", "RedLine Stealer", "2026-04-11 06:01:02", "100", "False", "None", "RedLineStealer", "0", "abuse_ch"
"2026-04-11 03:55:01", "1784111", "hub6-relay.green-energy-flow.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 03:57:00", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 03:49:16", "1784110", "svc5-solar.green-energy-flow.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 03:50:45", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 03:43:28", "1784109", "vault4-data.green-energy-flow.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 03:44:37", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 03:38:20", "1784108", "api3-grid.green-energy-flow.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 03:39:38", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 03:32:37", "1784107", "node2-power.green-energy-flow.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 03:34:24", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 03:27:00", "1784106", "eco1-trace.green-energy-flow.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 03:28:11", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 03:21:17", "1784105", "hub6-main.quick-support-portal.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 03:23:09", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-04-11 03:15:55", "1784104", "svc5-relay.quick-support-portal.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 03:17:02", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 03:09:52", "1784103", "vault4-file.quick-support-portal.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 03:11:47", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 03:04:36", "1784102", "api3-auth.quick-support-portal.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 03:05:25", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 02:58:52", "1784101", "node2-desk.quick-support-portal.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 03:00:17", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 02:46:24", "1784099", "gate6-way.don2tdouching.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 02:47:41", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-04-11 02:40:40", "1784098", "hub5-base.don2tdouching.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 02:43:47", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-04-11 02:35:12", "1784097", "http://a1158201.xsph.ru/315f0279.php", "url", "botnet_cc", "win.dcrat", "DarkCrystal RAT", "DCRat", "", "100", "False", "None", "DCRat,RAT", "0", "abuse_ch"
"2026-04-11 02:34:25", "1784096", "svc4-relay.don2tdouching.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 02:36:16", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 02:29:03", "1784095", "vault3-info.don2tdouching.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 02:29:54", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 02:23:06", "1784094", "node2-soft.don2tdouching.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 02:24:20", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 02:17:16", "1784093", "clean1-api.don2tdouching.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 02:18:29", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-04-11 02:12:11", "1784092", "gate6-hub.creep-score.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 02:13:23", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 02:06:08", "1784091", "svc5-match.creep-score.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 02:06:30", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 02:00:37", "1784090", "vault4-data.creep-score.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 02:02:01", "100", "False", "None", "ClearFake", "1", "ttakvam"
"2026-04-11 02:00:23", "1784089", "7mcn.org.im", "domain", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "100", "False", "https://tria.ge/260410-z9jense15z", "quasar", "0", "dyingbreeds_"
"2026-04-11 02:00:21", "1784088", "www.mexicaliblog.com.mx", "domain", "botnet_cc", "win.quasar_rat", "CinaRAT,QuasarRAT,Yggdrasil", "Quasar RAT", "", "100", "False", "https://tria.ge/260411-b4w7ksey4n", "quasar", "0", "dyingbreeds_"
"2026-04-11 01:55:07", "1784087", "node3-play.creep-score.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 01:56:45", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 01:49:26", "1784086", "api2-score.creep-score.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 01:50:24", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 01:44:04", "1784085", "game1-log.creep-score.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 01:44:18", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 01:38:15", "1784084", "point6-svc.pestte1ex.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 01:40:13", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
"2026-04-11 01:32:49", "1784083", "hub5-gate.pestte1ex.in.net", "domain", "payload_delivery", "js.clearfake", "None", "ClearFake", "2026-04-11 01:34:37", "100", "False", "None", "ClearFake", "0", "threatcat_ch"
